date,market,arrivals,index_2019
2024-04-01,South Asia,128285,89.83055891574512
2024-04-01,Bangladesh,11707,102.55354561780037
2024-04-01,India,106715,90.30933156933779
2024-04-01,Pakistan,956,57.43466506458395
2024-04-01,Sri Lanka,6187,75.19141178853555
2024-04-01,Other Markets In South Asia,2720,81.6
2024-04-01,West Asia,17470,124.11931179026891
2024-04-01,Iran,404,60.87393269713712
2024-04-01,Israel,1447,71.46561303864675
2024-04-01,Kuwait,313,39.02337662337662
2024-04-01,Saudi Arabia,1954,151.56098506883848
2024-04-01,United Arab Emirates,10518,154.80927266037043
2024-04-01,Other Markets In West Asia,2834,113.30334832583708
2024-04-01,Americas,69011,86.02083075814029
2024-04-01,Canada,11325,98.07813052546496
2024-04-01,USA,49741,81.83227791266627
2024-04-01,Other Markets In Americas,7945,100.63437443924887
2024-04-01,Europe,155963,87.75075499024994
2024-04-01,Belgium & Luxembourg,2969,103.38343682897104
2024-04-01,Denmark,2398,75.6287944492628
2024-04-01,Finland,2008,78.29731925264014
2024-04-01,France,16785,94.64869741739032
2024-04-01,Germany,27950,88.08767796783775
2024-04-01,Italy,5149,60.14952688758225
2024-04-01,Netherlands,7188,86.73041537208532
2024-04-01,Norway,1763,62.35190097259063
2024-04-01,Rep Of Ireland,1921,93.35817268751013
2024-04-01,Russian Federation,5216,77.98751541883153
2024-04-01,Spain,3814,69.98272144834019
2024-04-01,Sweden,2123,50.802640237701155
2024-04-01,Switzerland,8298,101.60712645789329
2024-04-01,United Kingdom,47507,93.79142872654943
2024-04-01,Other Markets In Europe,20874,91.57539154468216
2024-04-01,Oceania,112497,102.2308115222498
2024-04-01,Australia,96752,101.54705178530196
2024-04-01,New Zealand,13052,102.35056558646514
2024-04-01,Other Markets In Oceania,2693,133.852462411465
2024-04-01,Africa,4857,64.07229074599302
2024-04-01,Egypt,153,35.430335777692015
2024-04-01,Mauritius,582,53.3292608430055
2024-04-01,South Africa (Rep Of),1992,55.93279827783888
2024-04-01,Other Markets In Africa,2130,85.33938766652199
2024-04-01,Others,40,9600.0
2024-03-01,Total International Visitor Arrivals By Place Of Residence,1464865,91.95629465888709
2024-03-01,Southeast Asia,534123,96.75669498603858
2024-03-01,Brunei Darussalam,4779,78.98738361522781
2024-03-01,Indonesia,204970,79.07218675597774
2024-03-01,Malaysia,120242,118.200093386744
2024-03-01,Myanmar,15327,117.90529062201509
2024-03-01,Philippines,100271,145.0881138275103
2024-03-01,Thailand,45975,104.38049974742076
2024-03-01,Vietnam,35358,71.67815983214685
2024-03-01,Other Markets In Southeast Asia,7201,75.43473706264405
2024-03-01,Greater China,315946,82.9300302641353
2024-03-01,China,247658,81.93541983722623
2024-03-01,Hong Kong SAR,35786,87.90073320205836
2024-03-01,Taiwan,30344,85.55056163936197
2024-03-01,Other Markets In Greater China,2158,85.02478904685293
2024-03-01,North Asia,97048,76.0985210601737
2024-03-01,Japan,54884,74.47721834473961
2024-03-01,South Korea,42064,78.15585091228895
2024-03-01,Other Markets In North Asia,100,609.1370558375634
2024-03-01,South Asia,113228,79.2870134849124
2024-03-01,Bangladesh,8616,75.47632604791731
2024-03-01,India,97027,82.11070153378755
2024-03-01,Pakistan,824,49.50435566236107
2024-03-01,Sri Lanka,4449,54.06927283775572
2024-03-01,Other Markets In South Asia,2312,69.36
2024-03-01,West Asia,13591,96.560135463168
2024-03-01,Iran,2207,332.5464590657961
2024-03-01,Israel,1284,63.41523644894431
2024-03-01,Kuwait,176,21.942857142857143
2024-03-01,Saudi Arabia,812,62.982354081830515
2024-03-01,United Arab Emirates,7311,107.60701582239666
2024-03-01,Other Markets In West Asia,1801,72.0039980009995
2024-03-01,Americas,85431,106.4880322339726
2024-03-01,Canada,12439,107.72572764735176
2024-03-01,USA,64440,106.01459537790183
2024-03-01,Other Markets In Americas,8552,108.32286597916381
2024-03-01,Europe,198083,111.44907959409397
2024-03-01,Belgium & Luxembourg,2741,95.44425744298067
2024-03-01,Denmark,2972,93.73176693211386
2024-03-01,Finland,2973,115.92526401299756
2024-03-01,France,14035,79.14176158791022
2024-03-01,Germany,39351,124.0192563761139
2024-03-01,Italy,4868,56.86694443362798
2024-03-01,Netherlands,6914,83.42433109106814
2024-03-01,Norway,2417,85.48187444739169
2024-03-01,Rep Of Ireland,2619,127.28009071764134
2024-03-01,Russian Federation,5608,83.84854035061488
2024-03-01,Spain,4731,86.80866679918653
2024-03-01,Sweden,2911,69.65920194627793
2024-03-01,Switzerland,7743,94.81127743594453
2024-03-01,United Kingdom,73518,145.14404734288547
2024-03-01,Other Markets In Europe,24682,108.28129798341695
2024-03-01,Oceania,102173,92.84895335575908
2024-03-01,Australia,90438,94.92012846617267
2024-03-01,New Zealand,9008,70.63851477190299
2024-03-01,Other Markets In Oceania,2727,135.54239324027668
2024-03-01,Africa,5176,68.28045643427214
2024-03-01,Egypt,175,40.524893863373215
2024-03-01,Mauritius,346,31.704337202199145
2024-03-01,South Africa (Rep Of),2742,76.99183377401314
2024-03-01,Other Markets In Africa,1913,76.64518713899369
2024-03-01,Others,66,15840.0
2024-02-01,Total International Visitor Arrivals By Place Of Residence,1417807,89.00224816719133
2024-02-01,Southeast Asia,430395,77.96630689656891
2024-02-01,Brunei Darussalam,4582,75.73136466310396
2024-02-01,Indonesia,190713,73.5722005795618
2024-02-01,Malaysia,100051,98.35196972303459
2024-02-01,Myanmar,10682,82.17291801555199
2024-02-01,Philippines,55604,80.45675700117565
2024-02-01,Thailand,31089,70.5836945437208
2024-02-01,Vietnam,31776,64.41668665722887
2024-02-01,Other Markets In Southeast Asia,5898,61.785040854808294
2024-02-01,Greater China,401348,105.34648891408713
2024-02-01,China,326900,108.15192218619731
2024-02-01,Hong Kong SAR,26507,65.10883404088082
2024-02-01,Taiwan,45705,128.85870088739253
2024-02-01,Other Markets In Greater China,2236,88.09797419312473
2024-02-01,North Asia,114583,89.8482899043554
2024-02-01,Japan,45284,61.450083002754695
2024-02-01,South Korea,69112,128.411638651819
2024-02-01,Other Markets In North Asia,187,1139.0862944162436
2024-02-01,South Asia,83642,58.569650456645384
2024-02-01,Bangladesh,8792,77.01808943979677
2024-02-01,India,66149,55.9796839617685
2024-02-01,Pakistan,1626,97.68699309101832
2024-02-01,Sri Lanka,4111,49.961515090135705
2024-02-01,Other Markets In South Asia,2964,88.92
2024-02-01,West Asia,11498,81.68997406780264
2024-02-01,Iran,506,76.24309392265194
2024-02-01,Israel,1346,66.47734288183726
2024-02-01,Kuwait,510,63.584415584415574
2024-02-01,Saudi Arabia,2003,155.36164436687997
2024-02-01,United Arab Emirates,4982,73.32760946890716
2024-02-01,Other Markets In West Asia,2151,85.99700149925037
2024-02-01,Americas,81002,100.9673723474646
2024-02-01,Canada,12948,112.13383082063754
2024-02-01,USA,60333,99.25789234846293
2024-02-01,Other Markets In Americas,7721,97.79710573259163
2024-02-01,Europe,201201,113.2033857696587
2024-02-01,Belgium & Luxembourg,2444,85.10243166386164
2024-02-01,Denmark,3320,104.70708822833714
2024-02-01,Finland,3277,127.7790414297319
2024-02-01,France,17244,97.23694597947446
2024-02-01,Germany,37724,118.8915765173063
2024-02-01,Italy,5038,58.85284840932985
2024-02-01,Netherlands,7294,88.00941148079997
2024-02-01,Norway,2659,94.04067197170646
2024-02-01,Rep Of Ireland,2344,113.91543819860685
2024-02-01,Russian Federation,7152,106.93380181661868
2024-02-01,Spain,3659,67.13864126362789
2024-02-01,Sweden,3178,76.04841765210281
2024-02-01,Switzerland,7967,97.55410659074909
2024-02-01,United Kingdom,68148,134.5422418771316
2024-02-01,Other Markets In Europe,29753,130.52805521840224
2024-02-01,Oceania,90105,81.8822481685051
2024-02-01,Australia,79386,83.32038875711078
2024-02-01,New Zealand,8093,63.463310396204584
2024-02-01,Other Markets In Oceania,2626,130.52230460174792
2024-02-01,Africa,3976,52.45036607083965
2024-02-01,Egypt,220,50.94558085681204
2024-02-01,Mauritius,292,26.75626145387905
2024-02-01,South Africa (Rep Of),1621,45.51559538573133
2024-02-01,Other Markets In Africa,1843,73.84060632366199
2024-02-01,Others,57,13679.999999999998
2024-01-01,Total International Visitor Arrivals By Place Of Residence,1419956,89.13715075358799
2024-01-01,Southeast Asia,486141,88.06472752008017
2024-01-01,Brunei Darussalam,5215,86.19359814886232
2024-01-01,Indonesia,268958,103.75712155688275
2024-01-01,Malaysia,93381,91.79523727605613
2024-01-01,Myanmar,12361,95.08888219343176
2024-01-01,Philippines,46287,66.9754318270883
2024-01-01,Thailand,27194,61.74058314586971
2024-01-01,Vietnam,25911,52.52708861957003
2024-01-01,Other Markets In Southeast Asia,6834,71.5901948460088
2024-01-01,Greater China,276899,72.6809089214891
2024-01-01,China,211178,69.86634023688215
2024-01-01,Hong Kong SAR,23419,57.52381576200204
2024-01-01,Taiwan,38454,108.41554499340975
2024-01-01,Other Markets In Greater China,3848,151.6104672160751
2024-01-01,North Asia,117148,91.85959056505264
2024-01-01,Japan,37684,51.13693419034997
2024-01-01,South Korea,79254,147.25570103182173
2024-01-01,Other Markets In North Asia,210,1279.1878172588831
2024-01-01,South Asia,102934,72.07872121786107
2024-01-01,Bangladesh,10332,90.50851911874206
2024-01-01,India,82113,69.48948267022475
2024-01-01,Pakistan,1411,84.77020126164014
2024-01-01,Sri Lanka,5586,67.88738100060765
2024-01-01,Other Markets In South Asia,3492,104.75999999999999
2024-01-01,West Asia,11377,80.83030396324496
2024-01-01,Iran,409,61.627322953289806
2024-01-01,Israel,1075,53.092974441289044
2024-01-01,Kuwait,955,119.06493506493506
2024-01-01,Saudi Arabia,2079,161.2565445026178
2024-01-01,United Arab Emirates,4759,70.04538206795044
2024-01-01,Other Markets In West Asia,2100,83.95802098950524
2024-01-01,Americas,84243,105.00721400295623
2024-01-01,Canada,12878,111.52760838030356
2024-01-01,USA,62008,102.01354795457691
2024-01-01,Other Markets In Americas,9357,118.51930039371325
2024-01-01,Europe,191737,107.87857703151103
2024-01-01,Belgium & Luxembourg,2302,80.15785502872728
2024-01-01,Denmark,2986,94.17330284632973
2024-01-01,Finland,3490,136.08448415922015
2024-01-01,France,12945,72.99537611367994
2024-01-01,Germany,40120,126.44284937637391
2024-01-01,Italy,5573,65.10260503874458
2024-01-01,Netherlands,7685,92.72721788181352
2024-01-01,Norway,2128,75.26083112290009
2024-01-01,Rep Of Ireland,2218,107.7919974080674
2024-01-01,Russian Federation,9466,141.53179082719697
2024-01-01,Spain,3992,73.24882643465496
2024-01-01,Sweden,3658,87.5346481344846
2024-01-01,Switzerland,7463,91.38274099243885
2024-01-01,United Kingdom,59068,116.61591159239315
2024-01-01,Other Markets In Europe,28643,125.65842387727946
2024-01-01,Oceania,143332,130.25188829130653
2024-01-01,Australia,124104,130.25462331283194
2024-01-01,New Zealand,14418,113.06240075280833
2024-01-01,Other Markets In Oceania,4810,239.0755084289442
2024-01-01,Africa,6104,80.52239298199328
2024-01-01,Egypt,279,64.60825935932073
2024-01-01,Mauritius,548,50.21380574221137
2024-01-01,South Africa (Rep Of),3197,89.7676486416922
2024-01-01,Other Markets In Africa,2080,83.33611565557078
2024-01-01,Others,41,9840.0
2023-12-01,Total International Visitor Arrivals By Place Of Residence,1231565,77.31098362755084
2023-12-01,Southeast Asia,495668,89.7905491625333
2023-12-01,Brunei Darussalam,9281,153.39650707949977
2023-12-01,Indonesia,244322,94.25318247838216
2023-12-01,Malaysia,102683,100.93927404094272
2023-12-01,Myanmar,13146,101.12761470065965
2023-12-01,Philippines,62866,90.96457962801072
2023-12-01,Thailand,29987,68.08174107506049
2023-12-01,Vietnam,24680,50.031590719423725
2023-12-01,Other Markets In Southeast Asia,8703,91.16907605279698
2023-12-01,Greater China,176872,46.42565600728649
2023-12-01,China,130156,43.06094091179779
2023-12-01,Hong Kong SAR,26440,64.94426272459685
2023-12-01,Taiwan,17394,49.03989154874316
2023-12-01,Other Markets In Greater China,2882,113.550251173786
2023-12-01,North Asia,71445,56.02236869532715
2023-12-01,Japan,32124,43.59205163811704
2023-12-01,South Korea,39198,72.83075894018407
2023-12-01,Other Markets In North Asia,123,749.238578680203
2023-12-01,South Asia,114964,80.50263378563139
2023-12-01,Bangladesh,11743,102.86890631159389
2023-12-01,India,92620,78.38120498479188
2023-12-01,Pakistan,1629,97.8672273956143
2023-12-01,Sri Lanka,5975,72.61494834919992
2023-12-01,Other Markets In South Asia,2997,89.91
2023-12-01,West Asia,12730,90.44297876875348
2023-12-01,Iran,427,64.33952787543949
2023-12-01,Israel,693,34.22644770959378
2023-12-01,Kuwait,512,63.833766233766234
2023-12-01,Saudi Arabia,1568,121.6210975373279
2023-12-01,United Arab Emirates,7156,105.32564700110387
2023-12-01,Other Markets In West Asia,2374,94.91254372813593
2023-12-01,Americas,83791,104.44380504637425
2023-12-01,Canada,10998,95.24620569704756
2023-12-01,USA,65946,108.49221767211536
2023-12-01,Other Markets In Americas,6847,86.72669122536652
2023-12-01,Europe,138310,77.81850132852965
2023-12-01,Belgium & Luxembourg,1912,66.57767976321746
2023-12-01,Denmark,2042,64.4011669163447
2023-12-01,Finland,1957,76.30869212022745
2023-12-01,France,10010,56.44524641930755
2023-12-01,Germany,25476,80.29057903072038
2023-12-01,Italy,4237,49.49573614734628
2023-12-01,Netherlands,6723,81.11972489517662
2023-12-01,Norway,1732,61.25552608311229
2023-12-01,Rep Of Ireland,1612,78.34116312975863
2023-12-01,Russian Federation,5523,82.57765484244757
2023-12-01,Spain,3531,64.78998149818804
2023-12-01,Sweden,2846,68.10377490178874
2023-12-01,Switzerland,6704,82.08895827593597
2023-12-01,United Kingdom,46184,91.17947553638325
2023-12-01,Other Markets In Europe,17821,78.18171182896334
2023-12-01,Oceania,128877,117.11601461863862
2023-12-01,Australia,112197,117.75750960347615
2023-12-01,New Zealand,12717,99.72357819208375
2023-12-01,Other Markets In Oceania,3963,196.97634925237128
2023-12-01,Africa,8874,117.06351823758328
2023-12-01,Egypt,188,43.53531455036666
2023-12-01,Mauritius,965,88.42394624312769
2023-12-01,South Africa (Rep Of),4221,118.52025177246884
2023-12-01,Other Markets In Africa,3500,140.22904076658543
2023-12-01,Others,34,8159.999999999999
2023-11-01,Total International Visitor Arrivals By Place Of Residence,1100459,69.08085868938382
2023-11-01,Southeast Asia,418065,75.73272015872415
2023-11-01,Brunei Darussalam,4799,79.31794391493582
2023-11-01,Indonesia,184281,71.09089938809744
2023-11-01,Malaysia,93414,91.82767688186577
2023-11-01,Myanmar,11774,90.57329495554288
2023-11-01,Philippines,61213,88.57275495131583
2023-11-01,Thailand,26808,60.864218319279075
2023-11-01,Vietnam,27484,55.71589300375371
2023-11-01,Other Markets In Southeast Asia,8292,86.86360779384034
2023-11-01,Greater China,150216,39.42894490247494
2023-11-01,China,104347,34.522265599153044
2023-11-01,Hong Kong SAR,22646,55.6251049039796
2023-11-01,Taiwan,21575,60.827622178000084
2023-11-01,Other Markets In Greater China,1648,64.93088616738352
2023-11-01,North Asia,84154,65.98791259271553
2023-11-01,Japan,41412,56.19580508148745
2023-11-01,South Korea,42614,79.17776318886179
2023-11-01,Other Markets In North Asia,128,779.6954314720812
2023-11-01,South Asia,109957,76.99652154732499
2023-11-01,Bangladesh,10118,88.63387499452499
2023-11-01,India,90231,76.35947427102955
2023-11-01,Pakistan,1404,84.34965455091618
2023-11-01,Sri Lanka,5048,61.348997366821955
2023-11-01,Other Markets In South Asia,3156,94.67999999999999
2023-11-01,West Asia,10698,76.00620478147093
2023-11-01,Iran,560,84.37970868910097
2023-11-01,Israel,592,29.238177552784293
2023-11-01,Kuwait,269,33.53766233766234
2023-11-01,Saudi Arabia,2652,205.70098894706223
2023-11-01,United Arab Emirates,5120,75.35876364528394
2023-11-01,Other Markets In West Asia,1505,60.16991504247876
2023-11-01,Americas,80020,99.74332899489046
2023-11-01,Canada,13173,114.08240295028256
2023-11-01,USA,58805,96.74407636867656
2023-11-01,Other Markets In Americas,8042,101.8630131202567
2023-11-01,Europe,141356,79.53229754750659
2023-11-01,Belgium & Luxembourg,2469,85.97295571934303
2023-11-01,Denmark,2276,71.78112433966727
2023-11-01,Finland,2236,87.1876523151909
2023-11-01,France,12002,67.67790684560731
2023-11-01,Germany,26528,83.60607946800715
2023-11-01,Italy,4119,48.11728515244733
2023-11-01,Netherlands,7110,85.78926729208773
2023-11-01,Norway,1954,69.10698496905393
2023-11-01,Rep Of Ireland,2042,99.23861979588531
2023-11-01,Russian Federation,4695,70.19773483347662
2023-11-01,Spain,4098,75.19381030290982
2023-11-01,Sweden,2589,61.95385566434681
2023-11-01,Switzerland,6817,83.47261762635075
2023-11-01,United Kingdom,43195,85.27839610674853
2023-11-01,Other Markets In Europe,19226,84.34552447245662
2023-11-01,Oceania,100963,91.74937486084879
2023-11-01,Australia,88201,92.57226222212893
2023-11-01,New Zealand,9663,75.7748632594248
2023-11-01,Other Markets In Oceania,3099,154.03222466139252
2023-11-01,Africa,4995,65.89275113778774
2023-11-01,Egypt,269,62.29255113855654
2023-11-01,Mauritius,769,70.46426389737324
2023-11-01,South Africa (Rep Of),1789,50.23281933687437
2023-11-01,Other Markets In Africa,2168,86.86187439484492
2023-11-01,Others,35,8400.0
2023-10-01,Total International Visitor Arrivals By Place Of Residence,1125964,70.6819245181632
2023-10-01,Southeast Asia,434927,78.78728135690244
2023-10-01,Brunei Darussalam,4390,72.55798578590712
2023-10-01,Indonesia,180884,69.78042361891144
2023-10-01,Malaysia,88643,87.13769629647834
2023-10-01,Myanmar,11360,87.38853666510677
2023-10-01,Philippines,54649,79.07491031863262
2023-10-01,Thailand,53442,121.33339135403286
2023-10-01,Vietnam,32730,66.35064684954371
2023-10-01,Other Markets In Southeast Asia,8829,92.4890006285355
2023-10-01,Greater China,177880,46.690237519653316
2023-10-01,China,122765,40.61569509693641
2023-10-01,Hong Kong SAR,25108,61.67248670533956
2023-10-01,Taiwan,28466,80.2558096370313
2023-10-01,Other Markets In Greater China,1541,60.7151065436517
2023-10-01,North Asia,83818,65.72444396815636
2023-10-01,Japan,38073,51.66480457035332
2023-10-01,South Korea,45621,84.76483630823351
2023-10-01,Other Markets In North Asia,124,755.3299492385786
2023-10-01,South Asia,114672,80.29816308988833
2023-10-01,Bangladesh,10721,93.91616661556655
2023-10-01,India,94334,79.83170579826559
2023-10-01,Pakistan,1484,89.15590267347552
2023-10-01,Sri Lanka,4487,54.5310917561272
2023-10-01,Other Markets In South Asia,3646,109.38
2023-10-01,West Asia,11379,80.84451338646079
2023-10-01,Iran,521,78.50326469110999
2023-10-01,Israel,1029,50.82108902333622
2023-10-01,Kuwait,473,58.97142857142856
2023-10-01,Saudi Arabia,1764,136.8237347294939
2023-10-01,United Arab Emirates,5534,81.45222617441432
2023-10-01,Other Markets In West Asia,2058,82.27886056971514
2023-10-01,Americas,60726,75.69374402079129
2023-10-01,Canada,9006,77.99484710925717
2023-10-01,USA,44140,72.6176945993263
2023-10-01,Other Markets In Americas,7580,96.01114641277616
2023-10-01,Europe,132680,74.6508477786806
2023-10-01,Belgium & Luxembourg,2371,82.56050142185595
2023-10-01,Denmark,2636,83.13490499093274
2023-10-01,Finland,2059,80.2859463850528
2023-10-01,France,13088,73.8017367768129
2023-10-01,Germany,24581,77.46988236591842
2023-10-01,Italy,4058,47.404696078813124
2023-10-01,Netherlands,7363,88.84196555156707
2023-10-01,Norway,1776,62.81167108753316
2023-10-01,Rep Of Ireland,1776,86.31135590474648
2023-10-01,Russian Federation,3952,59.08870033267297
2023-10-01,Spain,4717,86.55178213734155
2023-10-01,Sweden,2273,54.39208726344547
2023-10-01,Switzerland,7121,87.19502862215691
2023-10-01,United Kingdom,36194,71.45656369227125
2023-10-01,Other Markets In Europe,18715,82.10373923343522
2023-10-01,Oceania,104603,95.05719777115742
2023-10-01,Australia,88033,92.39593610277294
2023-10-01,New Zealand,13059,102.40545786037758
2023-10-01,Other Markets In Oceania,3511,174.5102099987574
2023-10-01,Africa,5233,69.03238572653518
2023-10-01,Egypt,265,61.366267850250864
2023-10-01,Mauritius,349,31.979230299328044
2023-10-01,South Africa (Rep Of),1833,51.46828275264993
2023-10-01,Other Markets In Africa,2786,111.62231645020199
2023-10-01,Others,46,11040.0
2023-09-01,Total International Visitor Arrivals By Place Of Residence,1130762,70.98311698420842
2023-09-01,Southeast Asia,404106,73.20403911463859
2023-09-01,Brunei Darussalam,4502,74.40912346427194
2023-09-01,Indonesia,175603,67.74314880670322
2023-09-01,Malaysia,89384,87.8661128996584
2023-09-01,Myanmar,10631,81.78059271890406
2023-09-01,Philippines,50679,73.33047960690922
2023-09-01,Thailand,32307,73.34901153539798
2023-09-01,Vietnam,34736,70.4172340044531
2023-09-01,Other Markets In Southeast Asia,6264,65.61910747957259
2023-09-01,Greater China,188758,49.54551300727862
2023-09-01,China,135677,44.887514060742404
2023-09-01,Hong Kong SAR,25848,63.49014004937139
2023-09-01,Taiwan,25818,72.79015292660979
2023-09-01,Other Markets In Greater China,1415,55.75073053813573
2023-09-01,North Asia,94298,73.94215582940667
2023-09-01,Japan,45989,62.406763254431716
2023-09-01,South Korea,48187,89.53252158402597
2023-09-01,Other Markets In North Asia,122,743.1472081218274
2023-09-01,South Asia,100567,70.42124814654667
2023-09-01,Bangladesh,10240,89.70259734571417
2023-09-01,India,81016,68.56112829894083
2023-09-01,Pakistan,1360,81.70621808350856
2023-09-01,Sri Lanka,5156,62.661535345351425
2023-09-01,Other Markets In South Asia,2795,83.85
2023-09-01,West Asia,13928,98.95442327503523
2023-09-01,Iran,1009,152.03415369161226
2023-09-01,Israel,1805,89.14680824793184
2023-09-01,Kuwait,521,64.95584415584416
2023-09-01,Saudi Arabia,1844,143.02889276711267
2023-09-01,United Arab Emirates,6769,99.62958420213418
2023-09-01,Other Markets In West Asia,1980,79.16041979010495
2023-09-01,Americas,62765,78.2353167253724
2023-09-01,Canada,8407,72.80731508411337
2023-09-01,USA,46605,76.67303255101046
2023-09-01,Other Markets In Americas,7753,98.20242983354268
2023-09-01,Europe,137745,77.50061069697286
2023-09-01,Belgium & Luxembourg,2850,99.23974232487957
2023-09-01,Denmark,2158,68.05960734841915
2023-09-01,Finland,1275,49.71567831031681
2023-09-01,France,13476,75.98962445020864
2023-09-01,Germany,25075,79.02678086023369
2023-09-01,Italy,6547,76.48066664070713
2023-09-01,Netherlands,8584,103.57455280383698
2023-09-01,Norway,2013,71.19363395225464
2023-09-01,Rep Of Ireland,2062,100.21059452454237
2023-09-01,Russian Federation,3333,49.83366351437222
2023-09-01,Spain,6203,113.81825410174467
2023-09-01,Sweden,1484,35.51159590803039
2023-09-01,Switzerland,6079,74.4359751431108
2023-09-01,United Kingdom,38715,76.43368689137098
2023-09-01,Other Markets In Europe,17891,78.48880569732243
2023-09-01,Oceania,122983,111.7598859831004
2023-09-01,Australia,104497,109.67589579965995
2023-09-01,New Zealand,15022,117.79881981611089
2023-09-01,Other Markets In Oceania,3464,172.17412914716482
2023-09-01,Africa,5582,73.63630367390014
2023-09-01,Egypt,272,62.9872636047858
2023-09-01,Mauritius,412,37.751985339034825
2023-09-01,South Africa (Rep Of),2323,65.22685261015046
2023-09-01,Other Markets In Africa,2575,103.16850856398784
2023-09-01,Others,30,7200.0
2023-08-01,Total International Visitor Arrivals By Place Of Residence,1312693,82.40376028143103
2023-08-01,Southeast Asia,429652,77.83171201041978
2023-08-01,Brunei Darussalam,6214,102.70508511927719
2023-08-01,Indonesia,168122,64.85717022875781
2023-08-01,Malaysia,88044,86.5488683001155
2023-08-01,Myanmar,10159,78.14966056169187
2023-08-01,Philippines,61802,89.42501431887378
2023-08-01,Thailand,34938,79.3223686824445
2023-08-01,Vietnam,51381,104.1601767728813
2023-08-01,Other Markets In Southeast Asia,8992,94.19652210349885
2023-08-01,Greater China,289817,76.07164699366632
2023-08-01,China,215442,71.27704625157149
2023-08-01,Hong Kong SAR,32627,80.14131845368463
2023-08-01,Taiwan,38432,108.35351914460716
2023-08-01,Other Markets In Greater China,3316,130.64976852611878
2023-08-01,North Asia,130666,102.4594979066921
2023-08-01,Japan,68304,92.6880679582227
2023-08-01,South Korea,62177,115.52625385539632
2023-08-01,Other Markets In North Asia,185,1126.9035532994924
2023-08-01,South Asia,104652,73.28173716062328
2023-08-01,Bangladesh,11124,97.44645438219965
2023-08-01,India,83601,70.74872725041661
2023-08-01,Pakistan,1497,89.9369179933914
2023-08-01,Sri Lanka,5567,67.65647154142191
2023-08-01,Other Markets In South Asia,2863,85.89
2023-08-01,West Asia,19790,140.6022427206309
2023-08-01,Iran,406,61.17528879959819
2023-08-01,Israel,1669,82.42992962094085
2023-08-01,Kuwait,2157,268.9246753246753
2023-08-01,Saudi Arabia,3123,242.23385689354276
2023-08-01,United Arab Emirates,8749,128.77223108058382
2023-08-01,Other Markets In West Asia,3686,147.36631684157922
2023-08-01,Americas,62996,78.52325360362559
2023-08-01,Canada,9877,85.53798633112736
2023-08-01,USA,48489,79.77252817006645
2023-08-01,Other Markets In Americas,4630,58.645330856352714
2023-08-01,Europe,173132,97.41069172157468
2023-08-01,Belgium & Luxembourg,3466,120.68945505194127
2023-08-01,Denmark,1703,53.709690136403054
2023-08-01,Finland,838,32.67587327376117
2023-08-01,France,24471,137.98917333934816
2023-08-01,Germany,24633,77.6337664179516
2023-08-01,Italy,20896,244.10264397803823
2023-08-01,Netherlands,11327,136.67159361708545
2023-08-01,Norway,1378,48.735632183908045
2023-08-01,Rep Of Ireland,1984,96.41989308277985
2023-08-01,Russian Federation,3493,52.225918588569506
2023-08-01,Spain,10525,193.1222189941742
2023-08-01,Sweden,1396,33.405786986260395
2023-08-01,Switzerland,6359,77.86451158661646
2023-08-01,United Kingdom,41765,82.45519651344722
2023-08-01,Other Markets In Europe,18898,82.90657034643112
2023-08-01,Oceania,95791,87.04935835202566
2023-08-01,Australia,80605,84.59980268267596
2023-08-01,New Zealand,12499,98.01407594738183
2023-08-01,Other Markets In Oceania,2687,133.55423932402766
2023-08-01,Africa,6132,80.89176175714003
2023-08-01,Egypt,243,56.271709764569664
2023-08-01,Mauritius,377,34.54489920586439
2023-08-01,South Africa (Rep Of),1718,48.23923064323654
2023-08-01,Other Markets In Africa,3794,152.0082801909786
2023-08-01,Others,65,15600.0
2023-07-01,Total International Visitor Arrivals By Place Of Residence,1419642,89.1174395334258
2023-07-01,Southeast Asia,519036,94.02367607980469
2023-07-01,Brunei Darussalam,5108,84.4251005454245
2023-07-01,Indonesia,229886,88.68414267739033
2023-07-01,Malaysia,84876,83.43466614239021
2023-07-01,Myanmar,10811,83.16527023648497
2023-07-01,Philippines,77160,111.64742410996895
2023-07-01,Thailand,41367,93.91861083309524
2023-07-01,Vietnam,60188,122.01383234281505
2023-07-01,Other Markets In Southeast Asia,9640,100.98470563586844
2023-07-01,Greater China,309869,81.33492922182063
2023-07-01,China,231331,76.53377886587705
2023-07-01,Hong Kong SAR,32175,79.03107614084357
2023-07-01,Taiwan,43097,121.5058184475212
2023-07-01,Other Markets In Greater China,3266,128.67977804773943
2023-07-01,North Asia,103861,81.44081790279759
2023-07-01,Japan,42730,57.9843222044808
2023-07-01,South Korea,60960,113.26504069068883
2023-07-01,Other Markets In North Asia,171,1041.6243654822335
2023-07-01,South Asia,114733,80.34087785851959
2023-07-01,Bangladesh,11100,97.23621391967062
2023-07-01,India,93056,78.7501771870524
2023-07-01,Pakistan,2654,159.4472814659057
2023-07-01,Sri Lanka,4509,54.79846060360543
2023-07-01,Other Markets In South Asia,3414,102.42
2023-07-01,West Asia,22773,161.7955974470403
2023-07-01,Iran,298,44.90205926670015
2023-07-01,Israel,1596,78.82454624027659
2023-07-01,Kuwait,1511,188.38441558441556
2023-07-01,Saudi Arabia,5249,407.13593174326155
2023-07-01,United Arab Emirates,9793,144.13835398013
2023-07-01,Other Markets In West Asia,4326,172.9535232383808
